,name,desc,class,link
0,Solid V Neck Cotton Blend Women's Midi Dress,"Off-white, V-neck, cotton blend, midi-dress by Haute Curry. This dress has flared sleeves, button down detail at the front, a tie detail at the back, and is perfect for a summer brunch or casual day out.", Single  India  Midi Dress  Cotton Blend Neckline V Neck  Casual Wear  3/4   Regular  Solid  Calf   Woven,https://www.shoppersstop.com/haute-curry-solid-v-neck-cotton-blend-women-s-midi-dress/p-SS23HCDR23126/colorChange/SS23HCDR23126_OFF_WHITE?currentPosition=1&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
1,Printed Rayon Round Neck Women's Top,"Reach for this dazzling printed kaftan top from Infuse, designed to give you the ultimate comfort. Crafted with soft rayon, pair this piece with a white bottom-wear and sandals for a complete look.", India  Printed  Tops  Rayon Neckline Round Neck  Casual Wear  Half   Regular,https://www.shoppersstop.com/infuse-printed-rayon-round-neck-women-s-top/p-S22INEKF1480/colorChange/S22INEKF1480_RED?currentPosition=2&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
2,Embroidered Poly Blend Round Neck Womens Casual Wear Kurta,"Natural, poly-blend, round neck kurta by Infuse. This embroidered kurta is the star of every occasion. Pair it with light-toned bottoms and either silver or gold jewellery to really see it shine. The embroidery on the bodice is intricate and is sure to be a conversation starter.", Single  India  Kurtas  Poly Blend  Woven Neckline Round Neck  Casual Wear  3/4   Calf   Regular  Embroidered,https://www.shoppersstop.com/infuse-embroidered-poly-blend-round-neck-womens-casual-wear-kurta/p-A22INFLKU2284/colorChange/A22INFLKU2284_BEIGE?currentPosition=3&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
3,Embroidered Round Neck Viscose Blend Women's Kurta Pant Dupatta Set,"Off-white, embroidered, viscose blend, mandarin collar, kurta, pant, dupatta set by Kashish. This kurta has embroidery at the front bodice as well as on the dupatta. The sleeves are 3/4th length long along with the kurta being knee-length.", Pack of 3  India  Embroidered  Set  3/4   Viscose Blend Neckline Round Neck  Calf   Festive Wear  A-Line  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-round-neck-viscose-blend-women-s-kurta-pant-dupatta-set/p-SS23KSSE65F/colorChange/SS23KSSE65F_OFF_WHITE?currentPosition=4&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
4,Floral Rayon Round Neck Women's Maxi Dress,"Infuse brings a chic and elegant dress with green base tones and floral prints. This gorgeous maxi dress is cinched at the waist with a drawstring, and it showcases your figure wonderfully when paired with stiletto heels and stockings.", India  Maxi Dress  Rayon Neckline Round Neck  Casual Wear  3/4   Regular  Floral  Calf ,https://www.shoppersstop.com/infuse-floral-rayon-round-neck-women-s-maxi-dress/p-A21INFKUS43/colorChange/A21INFKUS43_TEAL?currentPosition=5&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
5,Printed Round Neck Rayon Womens Kurta Palazzo Set,"Green, printed, rayon kurta set by Infuse. This set comes with a printed kurta with 3/4th sleeves and a round neckline. The pants are vertical striped, straight fit, with pockets and a thick elastic waistband.", Single  India  Printed  Kurta Palazzo Set  3/4   Rayon Neckline Round Neck  Calf   Casual Wear  Regular  Woven Waist Rise Mid Rise Closure Type Elastic,https://www.shoppersstop.com/infuse-printed-round-neck-rayon-womens-kurta-palazzo-set/p-S22INKPS1465/colorChange/S22INKPS1465_GREEN?currentPosition=6&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
6,Printed Mandarin Collar Straight Fit Women's Kurta,Stop Knee  Printed Straight Kurta With 3/4Th  And Mandarin Collar For Casual Wear, India  Kurtas  Cotton  Woven Silouhette Straight Neckline Mandarin  Casual Wear  3/4   Knee   Regular  Printed,https://www.shoppersstop.com/stop-printed-mandarin-collar-straight-fit-women-s-kurta/p-A21STEPP23/colorChange/A21STEPP23_LIME_GREEN?currentPosition=7&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
7,Printed Cotton V Neck Women's Kurta,Sea green floral printed straight kurta with 3/4th bell sleeve and v neck collared detail with sequin embroidery at the collar and sleeve hem,Pockets No Pocket  Single  India  Kurtas  Cotton  Woven Neckline V Neck  Casual Wear  3/4  Dupatta No  Regular  Printed,https://www.shoppersstop.com/varanga-printed-cotton-v-neck-women-s-kurta/p-ICVKUR1074/colorChange/ICVKUR1074_SEA_GREEN?currentPosition=8&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
8,Printed Organza V Neck Women's Dress,Myshka comes with its trendy dynamic fitting women Maxi Dress with its unmatchable comfort level and unique colour combination which provide the feel of uniqueness and comfortness to its owner. Myshka have designed this women Maxi Dress Settaking care the needs of its customer in mind. Myshka never compromises with the quality of products.Myshka is one of the biggest women Maxi Dress Brand in India that provide high quality women Maxi Dress very Reasonable And affordable Cost.,Closure Type No Closure  India  Dress  Organza Type of work Printed  Casual Wear  3/4   Regular  Printed  Regular  Knit Dupatta No,https://www.shoppersstop.com/myshka-printed-organza-v-neck-women-s-dress/p-S22MY678A/colorChange/S22MY678A_BROWN?currentPosition=9&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
9,Embroidered Rayon Round Neck Women's Regular Tunic,Stop Short  Embroidered Regular Tunic With 3/4Th  And Regular Neck For Casual Wear, Tunic  Casual Wear  Embroidered  Women  Above Knee  India  Rayon  Woven Silouhette Regular Neckline Round Neck  3/4 ,https://www.shoppersstop.com/stop-embroidered-rayon-round-neck-women-s-regular-tunic/p-A21STSK16/colorChange/A21STSK16_TEAL?currentPosition=10&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
10,Embroidered Silk Blend Round Neck Women's Kurta Pant Dupatta Set,"Pink georgette embroidered kurta paired with tonal bottom and dupatta with four side traingle gota lace, kurta with round neck and with three quarter sleeves, straight kurta with side slits", Single  India  Embroidered  Kurta Pant Dupatta Set  3/4   Silk Blend Neckline Round Neck  Regular  Casual Wear  Regular  Woven Dupatta Yes Pockets No Pocket,https://www.shoppersstop.com/varanga-embroidered-silk-blend-round-neck-women-s-kurta-pant-dupatta-set/p-VSKD31007UP1147/colorChange/VSKD31007UP1147_PINK?currentPosition=11&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
11,Floral Polyester Round Neck Womens Flared Lehenga Choli Set,"Premium Collection By Janasya. Look And Feel Beautiful In This Uniquely Designed Ready To Wear Lehenga Choli From Janasya. The White Color Blouse Is Lined, Has Concealed Zipper Closure, Round Neckline Detailed With Embroidery And Highlighted By Beads And Is Princess Cut With Half . The Floral Print Panelled White Lehenga Has Drawstring And Concealed Zipper Closure With Hand-Made Tassels And Gold Foil Print Border. This Set Comes With A Solid Muslin Blue Color Dupatta Which Has Weaved Border. Wear This Set With Heavy Jhumkas, Jeweled Hairpins And Embellished Sandals To Stand Out From Crowd.", India  Lehenga Choli Set  Half   Polyester Neckline Round Neck Silouhette Flare  Crop   Festive Wear  Woven,https://www.shoppersstop.com/janasya-floral-polyester-round-neck-womens-flared-lehenga-choli-set/p-A21J0238LCD/colorChange/A21J0238LCD_WHITE?currentPosition=12&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
12,Embroidered Silk Blend Round Neck Womens Kurta Trouser Dupatta Set,"Purple embroidered kurta paired with tonal straight bottom and dupatta, kurta has round neck and three quarter sleeves, straight kurta with side slits", Single Sleeve Style Designer   India  Embroidered Wash Mid Wash  Kurta Trouser Dupatta Set  3/4   Silk Blend Neckline Round Neck  Regular  Festive Wear  Regular  Woven Dupatta Yes  Women Collar Regular Collar Hemline Straight Pockets No Pocket Waist Rise Mid Rise Closure Type Elasticated,https://www.shoppersstop.com/varanga-embroidered-silk-blend-round-neck-womens-kurta-trouser-dupatta-set/p-VSKD2470VNDU079/colorChange/VSKD2470VNDU079_PURPLE?currentPosition=13&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
13,Printed Round Neck Rayon Womens Kurta Palazzo Set,"Pink, printed, rayon kurta set by Infuse. This set comes with a printed kurta with 3/4th sleeves and a round neckline. The pants are vertical striped, straight fit, with pockets and a thick elastic waistband.", Single  India  Printed  Kurta Palazzo Set  3/4   Rayon Neckline Round Neck  Calf   Casual Wear  Regular  Woven Waist Rise Mid Rise Closure Type Elastic,https://www.shoppersstop.com/infuse-printed-round-neck-rayon-womens-kurta-palazzo-set/p-S22INKPS1464/colorChange/S22INKPS1464_PINK?currentPosition=14&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
14,Printed Modal Round Neck Womens Tunic,"Blue, printed, modal tunic by Infuse. This top has a round neckline, tie-dye effect colours on the fabric, gathered sleeves, and pleats on the front bodice. This top pairs well with jeans, shorts, skirts, and more.", India  Printed  Tunic  Modal Neckline Round Neck  Casual Wear  3/4   Regular,https://www.shoppersstop.com/infuse-printed-modal-round-neck-womens-tunic/p-S22INETU1449/colorChange/S22INETU1449_BLUE?currentPosition=15&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
15,Printed Mandarin Collar Straight Fit Women's Kurta,Stop Knee  Printed Straight Kurta With 3/4Th  And Mandarin Collar For Casual Wear, India  Kurtas  Cotton  Woven Silouhette Straight Neckline Mandarin  Casual Wear  3/4   Knee   Regular  Printed Age,https://www.shoppersstop.com/stop-printed-mandarin-collar-straight-fit-women-s-kurta/p-A21STEPP06/colorChange/A21STEPP06_MAROON?currentPosition=16&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
16,Printed Cotton Mandarin Womens Casual Wear Kurta,"Sea green, printed, button-down kurta by Stop. Featuring a mandarin collar and 3/4th sleeves, this kurta has a A-line silhouette. Pair it will light coloured bottoms and silver jewelery to let it shine.", Single  India  Kurtas  Cotton  Woven Neckline Mandarin  Casual Wear  3/4   Calf   Flare Collar Mandarin Collar  Printed,https://www.shoppersstop.com/stop-printed-cotton-mandarin-womens-casual-wear-kurta/p-AW22STKUFS91/colorChange/AW22STKUFS91_SEA_GREEN?currentPosition=17&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
17,Embroidered Viscose Blend Round Neck Women's Straight Fit Kurta,Kashish Calf  Embroidered Straight Festive Kurta With 3/4th , India  Kurta  Viscose Blend  Woven Silouhette Straight  Neckline Round Neck  Festive Wear  3/4th   Calf   Straight  Women  Embroidered,https://www.shoppersstop.com/kashish-embroidered-viscose-blend-round-neck-women-s-straight-fit-kurta/p-AW21KSKU336FB/colorChange/AW21KSKU336FB_PEACH?currentPosition=18&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
18,Embroidered Round Neck Straight Fit Women's Kurta,Kashish Calf  Embroidered Straight Festive Kurta With 3/4Th , India  Kurta  Viscose Blend  Woven Silouhette Straight Neckline Round Neck  Festive Wear  3/4th   Calf   Straight  Women  Embroidered,https://www.shoppersstop.com/kashish-embroidered-round-neck-straight-fit-women-s-kurta/p-AW21KSKU06FB/colorChange/AW21KSKU06FB_GREY?currentPosition=19&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
19,Embroidered Mandarin Viscose Blend Women's Kurta Palazzo Dupatta Set,"Elevate your look with the women's three-fourth sleeves, woven and embroidered three-piece kurta, palazzo, and dupatta set from Kashish. The A-line-fit of the kurta and the viscose blend material uplift the entire outfit.", Pack of 3  India  Embroidered  Kurta Palazzo Dupatta Set  3/4   Viscose Blend Neckline Mandarin  Calf   Festive Wear  A Line  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-mandarin-viscose-blend-women-s-kurta-palazzo-dupatta-set/p-AW22KSSE69F/colorChange/AW22KSSE69F_GREEN?currentPosition=20&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
20,Mandarin Neck Rayon A-Line Women's Salwar Kurta Dupatta Set,Juniper Pistagreen Rayon Gold Foil Print A-Line Kurta Pant Dupatta Sets -, India  Floral Top Hemline Straight Wash Hand Wash  Salwar Kurta Dupatta Set  3/4   Rayon Neckline Mandarin Silouhette A-Line  Calf   Casual Wear Type of work Zari  Woven Dupatta Yes  Women,https://www.shoppersstop.com/juniper-mandarin-neck-rayon-a-line-women-s-salwar-kurta-dupatta-set/p-A212679P/colorChange/A212679P_GREEN?currentPosition=21&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
21,Printed Mandarin Collar Straight Fit Women's Kurta,Stop Knee  Printed Straight Kurta With 3/4Th  And Mandarin Collar For Casual Wear, India  Kurtas  Cotton  Woven Silouhette Straight Neckline Mandarin  Casual Wear  3/4   Knee  GSM  Printed Design Geometric,https://www.shoppersstop.com/stop-printed-mandarin-collar-straight-fit-women-s-kurta/p-A21STEPP14/colorChange/A21STEPP14_BEIGE?currentPosition=22&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
22,Embroidered Flared Fit Cotton Women's Casual Wear Palazzo,Get ready for a casual party with this Stop embroidered flared-fit cotton women’s casual wear palazzo. This palazzo is highly comfortable and can be paired with crop or bandeau tops to create the perfect ensemble., India  Palazzo  Cotton  Woven  Regular  Embroidered Silouhette Flare  Casual Wear Bottom Type Palazzo  Full ,https://www.shoppersstop.com/stop-embroidered-flared-fit-cotton-women-s-casual-wear-palazzo/p-S21STSFPZ22F/colorChange/S21STSFPZ22F_BLACK?currentPosition=23&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
23,Printed Cotton Blend Women's Midi Dress,"Mauve, printed, cotton blend, midi-dress by Haute Curry. This dress has a sitting collar, button down detail at the front, is half-sleeved, and makes for the perfect casual wear.", Single  India  Midi Dress  Cotton Blend  Casual Wear  3/4   Regular  Printed  Calf   Woven,https://www.shoppersstop.com/haute-curry-printed-cotton-blend-women-s-midi-dress/p-SS23HCDR2323/colorChange/SS23HCDR2323_MAUVE?currentPosition=24&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
24,Embroidered Ankle Length Poly Blend Woven Womens Palazzo,"Natural, embroidered, poly blend palazzo bottoms by Infuse. These bottoms have intricate embroidery at the bottom, therefore, it elevates your outfit to the next level. It has a thick elastic waistband for the proper fit and pairs well with earthy and cool toned kurtas.", India  Palazzo  Poly Blend  Woven  Regular  Embroidered  Casual Wear  Ankle  Closure Type Elastic and Drawstring Waist Rise Mid Rise  Single,https://www.shoppersstop.com/infuse-embroidered-ankle-length-poly-blend-woven-womens-palazzo/p-A22INFLPZ2307/colorChange/A22INFLPZ2307_BEIGE?currentPosition=25&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D1&totalResultVal=14644&searchPageType=category
25,Printed Crepe Collar Neck Women's Dress,Myshka comes with its trendy dynamic fitting women Dress with its unmatchable comfort level and unique colour combination which provide the feel of uniqueness and comfortness to its owner. Myshka have designed this women Dress Settaking care the needs of its customer in mind. Myshka never compromises with the quality of products.Myshka is one of the biggest women Dress Brand in India that provide high quality women Kuta very Reasonable And affordable Cost., India  Dress  Crepe Neckline Collar Neck  Casual Wear  Half   Regular  Printed  Regular  Knit Dupatta No,https://www.shoppersstop.com/myshka-printed-crepe-collar-neck-women-s-dress/p-S22MY111A/colorChange/S22MY111A_NAVY_BLUE?currentPosition=1&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
26,Full Length Flex Woven Women's Palazzo,"These palazzos from Stop are a unique purchase since they successfully combine functionality and style. The cropped pair is made from a soft, breathable flex fabric for maximum comfort in an exaggerated wide-leg style. It is completed with a high waist with pockets for a stylish look.", Unisex  India  Palazzo  Flex  Woven  Regular  Solid  Casual Wear  Full  Closure Type Elastic Waist Rise Mid Rise Wash Mid Wash,https://www.shoppersstop.com/stop-full-length-flex-woven-women-s-palazzo/p-CORESTRF01/colorChange/CORESTRF01_OFF_WHITE?currentPosition=2&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
27,Printed Cotton Square Neck Women's Kurta,Teal straight kurta with square neck and strap details with gota embellishment at the neck and side slits., Single  India  Kurtas  Cotton  Woven Neckline Square Neck  Casual Wear  Sleeveless  Regular  Printed,https://www.shoppersstop.com/varanga-printed-cotton-square-neck-women-s-kurta/p-VKUR1039/colorChange/VKUR1039_TEAL?currentPosition=3&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
28,Printed Round Neck Women's Tunic,Myshka comes with its trendy dynamic fitting women Tunic with its unmatchable comfort level and unique colour combination which provide the feel of uniqueness and comfortness to its owner. Myshka have designed this womenTunic taking care the needs of its customer in mind. Myshka never compromises with the quality of products.Myshka is one of the biggest womenTunic Brand in India that provide high quality women Tunic at very Reasonable And affordable Cost., India  Printed  Tunic  Polyester Blend  Knit Type of work Printed Neckline Round Neck  Casual Wear  3/4   Regular Dupatta No  Regular,https://www.shoppersstop.com/myshka-printed-round-neck-women-s-tunic/p-S22MY773/colorChange/S22MY773_MULTI?currentPosition=4&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
29,Printed Rayon Chinese Collar Women's Tunic,"Green, mandarin collar, rayon top by Haute Curry. This is a must-have in your closet. It can be worn as both a top, and a kurta. It has a mandarin collar and a floral motif printed on the fabric.", Single  India  Printed  Tunic  Rayon  Woven  Casual Wear  3/4   Mid Thigh  Regular,https://www.shoppersstop.com/haute-curry-printed-rayon-chinese-collar-women-s-tunic/p-SS23HCTU2394/colorChange/SS23HCTU2394_GREEN?currentPosition=5&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
30,Round Neck Georgette Womens Kurta,., India  Kurtas  Georgette  Woven Neckline Round Neck  Festive and Party  3/4th   Calf ,https://www.shoppersstop.com/varanga-round-neck-georgette-womens-kurta/p-S21VKUR11251032/colorChange/S21VKUR11251032_PINK?currentPosition=6&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
31,Printed Cotton Mandarin Women's Casual Wear Kurta,"Be a style icon in this exquisitely printed women's kurta from Stop. Made of cotton, it will keep you comfortable all day. The kurta comes in a flared fit, mandarin collar neckline, three-quarter sleeves, and calf-length, adding a feminine charm to the ensemble. The kurta goes well with leggings for casual outings or family gatherings.", Single  India  Kurtas  Cotton  Woven Neckline Mandarin  Casual Wear  3/4   Calf   Flare Collar Mandarin Collar  Printed,https://www.shoppersstop.com/stop-printed-cotton-mandarin-women-s-casual-wear-kurta/p-AW22STKUFS88/colorChange/AW22STKUFS88_SEA_GREEN?currentPosition=7&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
32,Embroidered Round Neck Viscose Blend Women's Kurta Trouser Dupatta Set,"With this exquisitely embroidered kurta trouser dupatta set, you will be able to give yourself a classy and traditional appearance. It has a translucent dupatta and three-quarter sleeves, which enhances your appearance. Add flats to keep the appearance understated.", Pack of 3  India  Embroidered  Kurta Trouser Dupatta Set  3/4   Viscose Blend Neckline Round Neck  Calf   Festive Wear  Straight  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-round-neck-viscose-blend-women-s-kurta-trouser-dupatta-set/p-AW22KSSE14F/colorChange/AW22KSSE14F_GREY?currentPosition=8&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
33,Embroidered V Neck Cotton Women's Maxi Dress,"Pick this embroidered women's maxi dress, best for casual wear, from the house of Haute Curry. Cut in an ankle length with puffed half sleeves and beautiful tie-up detail on the waist, this statement dress is woven with cotton in a regular-fit design and features a v-neck.", Single  India  Maxi Dress  Cotton Neckline V Neck  Casual Wear  3/4   Regular  Embroidered  Ankle   Woven,https://www.shoppersstop.com/haute-curry-embroidered-v-neck-cotton-women-s-maxi-dress/p-AW22HCDR692/colorChange/AW22HCDR692_NAVY?currentPosition=9&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
34,Embroidered Mandarin Viscose Blend Women's Kurta Trouser Dupatta Set,"Update your wardrobe with this lovely Women's Kurta trouser dupatta set in a viscose blend with embroidery. For your ideal go-to style, pair it with jhumkas, sandals, and minimal makeup.", Pack of 3  India  Embroidered  Kurta Trouser Dupatta Set  3/4   Viscose Blend Neckline Mandarin  Calf   Festive Wear  A Line  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-mandarin-viscose-blend-women-s-kurta-trouser-dupatta-set/p-AW22KSSE21F/colorChange/AW22KSSE21F_DUSTY_BLUE?currentPosition=10&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
35,Women's Collar Neck Crepe Kurta and Pant Set,"Maroon foil printed kurta has shirt collar, three quarter sleeves, foil print half-half concept detail and straight hem. Maroon foil print pant with elasticated back slip on style.", Single  India  Geometric  Kurta Trouser Set  3/4   Crepe Neckline Collar Neck Silouhette Straight  Calf   Festive Wear  Regular  Woven Dupatta No Collar Regular Collar Hemline Straight Waist Rise Mid Rise Closure Type Elastic,https://www.shoppersstop.com/ziyaa-women-s-collar-neck-crepe-kurta-and-pant-set/p-A22ZIKUCR3150/colorChange/A22ZIKUCR3150_MAROON?currentPosition=11&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
36,Printed Crepe Round Neck Women's Dress,Myshka comes with its trendy dynamic fitting women Dress with its unmatchable comfort level and unique colour combination which provide the feel of uniqueness and comfortness to its owner. Myshka have designed this women Dress Settaking care the needs of its customer in mind. Myshka never compromises with the quality of products.Myshka is one of the biggest women Dress Brand in India that provide high quality women Kuta very Reasonable And affordable Cost., India  Dress  Crepe Neckline Round Neck  Casual Wear  3/4   Regular  Printed  Regular  Knit Dupatta No,https://www.shoppersstop.com/myshka-printed-crepe-round-neck-women-s-dress/p-S22MY112A/colorChange/S22MY112A_MULTI?currentPosition=12&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
37,Embroidered Round Neck Straight Fit Women's Kurta,Kashish Calf  Embroidered Straight Festive Kurta With 3/4Th , India  Kurta  Silk Blend  Woven Silouhette Straight Neckline Round Neck  Festive Wear  3/4th   Calf   Straight  Women  Embroidered Age,https://www.shoppersstop.com/kashish-embroidered-round-neck-straight-fit-women-s-kurta/p-AW21KSKU006/colorChange/AW21KSKU006_RUST?currentPosition=13&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
38,Embroidered Round Neck Straight Fit Women's Kurta,Stop Knee  Embroidered Straight Kurta With 3/4Th  And Round Neck For Casual Wear, India  Kurtas  Rayon  Woven Silouhette Straight Neckline Round Neck  Casual Wear  3/4   Knee   Embroidered Category Regular Coverage Medium Strap Support Age Design Solid,https://www.shoppersstop.com/stop-embroidered-round-neck-straight-fit-women-s-kurta/p-A21STEPPR13/colorChange/A21STEPPR13_GREY?currentPosition=14&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
39,Printed Cotton Mandarin Women's Knee Length Kurta,Stop Knee  Printed Straight Kurta With 3/4Th  And Mandarin Collar For Casual Wear, India  Kurta  Cotton  Woven Silouhette Straight Neckline Mandarin  Casual Wear  3/4   Knee   Straight  Women  Printed,https://www.shoppersstop.com/stop-printed-cotton-mandarin-women-s-knee-length-kurta/p-A21STEPP72/colorChange/A21STEPP72_PEACH?currentPosition=15&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
40,Printed Poly Blend Round Neck Womens Casual Wear Kurta,"Red, poly blend, printed kurta by Infuse. This kurta has button-down detailing down the neckline, mandarin collar, 3/4th sleeves, below the knee length. This is the perfect day to night look and can be accessorised differently according to the occasion. It is a must-have in your ethnic closet!", Single  India  Kurtas  Poly Blend  Woven Neckline Round Neck  Casual Wear  3/4   Calf   Regular  Printed,https://www.shoppersstop.com/infuse-printed-poly-blend-round-neck-womens-casual-wear-kurta/p-A22INFLKU2300/colorChange/A22INFLKU2300_RED?currentPosition=16&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D2&totalResultVal=14644&searchPageType=category
